PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,AgeGroup
440,1,1,male,30.1,0,0,55.35,S,1,1,Young Adult
441,1,1,female,25.9,1,0,68.12,S,2,0,Young Adult
442,0,3,male,19.9,1,1,21.4,S,3,0,Young Adult
443,1,2,female,31.4,0,0,25.83,S,1,1,Young Adult
444,1,2,female,35.2,0,0,21.36,S,1,1,Adult
445,0,3,female,13.7,0,0,16.45,S,1,1,Teen
446,0,3,male,48.8,1,0,13.04,S,2,0,Adult
447,0,3,female,27.6,0,2,17.33,Q,3,0,Young Adult
448,0,3,male,29.3,0,0,3.99,S,1,1,Young Adult
449,0,2,male,28.7,2,0,22.49,Q,3,0,Young Adult
450,0,1,male,28.7,0,0,81.96,S,1,1,Young Adult
451,0,3,male,42.3,0,0,5.41,S,1,1,Adult
452,1,3,female,33.0,0,2,7.71,C,3,0,Young Adult
453,1,2,female,20.4,3,0,19.09,S,4,0,Young Adult
454,1,3,female,34.1,0,0,7.06,S,1,1,Young Adult
455,0,1,male,13.0,0,0,100.83250000000001,S,1,1,Teen
456,0,3,male,30.5,0,1,25.98,S,2,0,Young Adult
457,0,1,male,28.5,0,0,41.8,Q,1,1,Young Adult
458,1,3,female,26.1,0,1,13.69,C,2,0,Young Adult
459,0,1,male,27.2,0,0,78.13,S,1,1,Young Adult
460,1,1,female,2.7,5,2,96.17,S,8,0,Child
461,1,1,male,21.3,0,0,100.83250000000001,S,1,1,Young Adult
462,0,3,male,30.3,0,0,68.48,S,1,1,Young Adult
463,1,3,female,28.7,0,0,10.22,S,1,1,Young Adult
464,0,3,male,14.6,0,0,10.61,S,1,1,Teen
465,1,3,female,46.7,1,2,10.28,S,4,0,Adult
466,0,2,female,16.9,0,1,21.05,S,2,0,Teen
467,0,2,male,42.6,0,0,21.08,S,1,1,Adult
468,0,3,male,35.0,0,0,10.41,S,1,1,Young Adult
469,0,1,male,20.0,0,0,54.74,S,1,1,Young Adult
470,1,3,female,53.9,0,0,12.39,Q,1,1,Adult
471,1,1,male,12.3,0,0,58.77,C,1,1,Teen
472,0,3,male,28.7,1,0,5.53,S,2,0,Young Adult
473,0,1,male,28.7,2,0,74.87,S,3,0,Young Adult
474,1,3,female,19.6,0,0,16.42,C,1,1,Young Adult
475,0,3,male,48.5,2,0,6.9,Q,3,0,Adult
476,0,3,female,25.5,0,0,6.55,C,1,1,Young Adult
477,1,1,female,28.7,0,0,100.83250000000001,S,1,1,Young Adult
478,0,3,male,32.6,0,3,16.63,Q,4,0,Young Adult
479,0,3,male,28.7,0,0,30.12,S,1,1,Young Adult
480,0,3,female,40.4,0,0,16.94,C,1,1,Adult
481,0,3,male,40.1,0,0,20.96,C,1,1,Adult
482,1,3,female,4.5,0,1,14.49,S,2,0,Child
483,0,3,male,28.7,0,0,8.65,C,1,1,Young Adult
484,0,3,male,5.7,0,0,16.88,S,1,1,Child
485,1,3,female,43.5,1,0,11.67,Q,2,0,Adult
486,0,3,male,44.8,0,0,14.71,S,1,1,Adult
487,1,1,male,13.7,0,0,100.83250000000001,Q,1,1,Teen
488,0,2,male,23.2,0,1,19.99,S,2,0,Young Adult
489,0,3,male,13.5,0,1,11.47,S,2,0,Teen
490,0,3,male,26.0,1,0,13.68,S,2,0,Young Adult
491,1,3,male,24.7,0,0,11.68,S,1,1,Young Adult
492,1,3,female,39.9,0,2,10.61,S,3,0,Adult
493,1,2,male,47.3,1,0,19.4,S,2,0,Adult
494,0,1,female,48.5,0,1,99.77,S,2,0,Adult
495,0,3,male,28.7,0,0,5.5,S,1,1,Young Adult
496,1,2,female,28.7,0,2,54.04,S,3,0,Young Adult
497,1,3,male,5.4,1,0,13.36,Q,2,0,Child
498,1,1,female,17.7,0,2,69.77,S,3,0,Teen
499,0,3,male,42.5,0,0,5.13,S,1,1,Adult
500,1,3,male,51.6,0,0,12.85,S,1,1,Adult
501,0,3,male,11.7,0,2,11.62,S,3,0,Child
502,0,3,male,20.7,0,0,9.49,S,1,1,Young Adult
503,1,2,male,28.6,0,0,17.92,S,1,1,Young Adult
504,0,3,male,28.7,0,0,100.83250000000001,C,1,1,Young Adult
505,0,3,female,17.7,2,1,23.16,S,4,0,Teen
506,1,1,male,28.7,1,2,49.02,S,4,0,Young Adult
507,0,3,male,28.7,0,0,11.68,S,1,1,Young Adult
508,0,3,male,28.8,1,1,13.18,S,3,0,Young Adult
509,1,3,female,36.6,0,0,14.22,S,1,1,Adult
510,1,3,male,29.1,0,0,10.65,C,1,1,Young Adult
511,1,3,male,22.9,0,0,13.29,S,1,1,Young Adult
512,0,2,male,27.5,1,0,25.04,S,2,0,Young Adult
513,1,3,female,27.8,1,0,12.69,S,2,0,Young Adult
514,1,3,female,28.7,0,3,15.46,C,4,0,Young Adult
515,1,1,male,25.4,2,0,100.83250000000001,S,3,0,Young Adult
516,1,1,female,51.4,0,0,39.41,S,1,1,Adult
517,0,2,female,36.9,1,3,21.5,S,5,0,Adult
518,0,3,male,28.7,3,0,6.52,S,4,0,Young Adult
519,0,3,female,38.8,0,1,13.54,C,2,0,Adult
520,0,1,male,24.3,1,0,52.41,S,2,0,Young Adult
521,0,3,male,45.4,0,1,5.01,S,2,0,Adult
522,1,2,male,34.2,0,0,29.29,Q,1,1,Young Adult
523,0,3,male,27.5,0,2,7.51,S,3,0,Young Adult
524,0,3,male,35.3,0,0,17.94,S,1,1,Adult
525,1,3,female,7.0,2,0,13.32,S,3,0,Child
526,0,3,male,13.2,0,0,7.88,S,1,1,Teen
527,0,2,male,12.3,0,0,28.55,S,1,1,Teen
528,0,2,male,31.0,1,0,32.4,C,2,0,Young Adult
529,1,1,female,53.3,2,0,100.83250000000001,S,3,0,Adult
530,0,3,male,60.2,0,0,6.97,S,1,1,Senior
531,1,3,male,37.9,4,0,21.8,C,5,0,Adult
532,0,3,male,36.0,0,0,11.7,S,1,1,Adult
533,1,3,male,3.8,1,0,18.17,S,2,0,Child
534,1,3,female,21.4,0,0,11.23,S,1,1,Young Adult
535,1,3,female,18.0,0,0,22.04,C,1,1,Teen
536,0,3,male,20.3,0,0,6.82,C,1,1,Young Adult
537,0,3,female,26.6,0,0,10.72,Q,1,1,Young Adult
538,0,2,male,22.4,0,0,32.1,C,1,1,Young Adult
539,1,3,female,1.3,0,0,3.68,S,1,1,Child
540,1,1,male,39.5,0,1,45.48,S,2,0,Adult
541,0,3,male,14.0,1,0,10.01,C,2,0,Teen
542,0,3,male,32.3,0,0,17.16,S,1,1,Young Adult
543,1,1,female,58.0,0,0,100.83250000000001,S,1,1,Adult
544,1,3,male,28.7,0,0,17.55,S,1,1,Young Adult
545,0,3,male,0.5,0,0,13.74,S,1,1,Child
546,0,2,male,25.0,1,0,12.4,C,2,0,Young Adult
547,1,1,female,44.4,1,0,49.19,S,2,0,Adult
548,0,3,male,56.4,0,0,13.53,S,1,1,Adult
549,1,3,female,11.8,0,0,25.28,Q,1,1,Child
550,1,3,female,28.7,1,0,8.04,S,2,0,Young Adult
551,0,3,male,22.5,0,0,9.96,S,1,1,Young Adult
552,1,3,female,27.5,1,0,93.84,S,2,0,Young Adult
553,1,3,male,66.0,0,3,20.09,C,4,0,Senior
554,0,3,female,8.0,1,0,13.62,C,2,0,Child
555,1,3,male,32.6,0,0,19.92,C,1,1,Young Adult
556,0,2,female,28.7,0,2,27.56,S,3,0,Young Adult
557,1,1,female,44.2,2,0,100.78,S,3,0,Adult
558,1,1,female,30.4,0,0,100.83250000000001,C,1,1,Young Adult
559,1,3,female,28.7,0,1,27.95,C,2,0,Young Adult
560,0,3,male,23.5,0,1,24.68,S,2,0,Young Adult
561,0,3,male,32.8,0,0,12.58,S,1,1,Young Adult
562,1,1,female,24.2,0,0,39.03,Q,1,1,Young Adult
563,0,1,male,37.7,0,0,100.83250000000001,C,1,1,Adult
564,0,1,male,28.7,0,2,100.83250000000001,C,3,0,Young Adult
565,0,2,female,28.7,0,0,13.7,C,1,1,Young Adult
566,1,3,female,28.6,1,0,5.16,S,2,0,Young Adult
567,0,2,female,44.8,0,1,12.83,S,2,0,Adult
568,0,2,male,28.3,0,0,21.32,S,1,1,Young Adult
569,0,3,female,4.2,0,0,13.43,S,1,1,Child
570,1,2,male,46.7,0,0,41.42,C,1,1,Adult
571,0,3,female,16.3,0,0,15.52,S,1,1,Teen
572,1,3,male,19.8,0,1,10.07,S,2,0,Young Adult
573,1,2,female,20.7,0,0,17.18,S,1,1,Young Adult
574,0,3,female,48.2,0,1,14.09,S,2,0,Adult
575,0,3,male,28.7,0,0,17.63,S,1,1,Young Adult
576,0,3,female,72.9,0,0,11.94,S,1,1,Senior
577,0,1,male,43.8,0,3,100.83250000000001,S,4,0,Adult
578,1,3,female,32.1,0,0,18.4,S,1,1,Young Adult
579,1,3,female,28.2,0,0,12.7,S,1,1,Young Adult
580,0,2,male,33.0,0,0,22.1,S,1,1,Young Adult
581,1,3,female,36.3,1,1,19.3,S,3,0,Adult
582,0,3,female,28.7,0,0,8.53,S,1,1,Young Adult
583,0,3,male,28.7,0,0,5.74,S,1,1,Young Adult
584,0,2,male,30.3,0,0,36.03,S,1,1,Young Adult
585,1,3,female,28.7,0,0,8.18,C,1,1,Young Adult
586,1,2,female,26.9,0,1,22.84,C,2,0,Young Adult
587,0,1,female,26.3,0,0,100.83250000000001,S,1,1,Young Adult
588,1,1,female,44.9,1,0,100.83250000000001,S,2,0,Adult
589,1,1,male,37.3,0,0,70.31,Q,1,1,Adult
590,1,1,female,0.5,2,0,100.83250000000001,C,3,0,Child
591,1,1,male,38.2,0,2,59.55,S,3,0,Adult
592,0,3,male,31.7,0,0,11.64,S,1,1,Young Adult
593,1,1,male,28.7,0,3,16.48,S,4,0,Young Adult
594,1,2,male,23.6,0,0,40.09,S,1,1,Young Adult
595,0,3,male,44.7,0,0,14.07,S,1,1,Adult
596,0,3,male,42.3,0,2,11.04,S,3,0,Adult
597,1,3,female,18.2,0,0,5.74,S,1,1,Young Adult
598,0,1,male,28.7,2,0,100.83250000000001,S,3,0,Young Adult
599,0,1,male,15.4,1,3,23.41,C,5,0,Teen
600,1,1,male,9.7,0,0,66.26,C,1,1,Child
601,1,1,male,20.2,0,0,100.83250000000001,S,1,1,Young Adult
602,0,2,male,41.1,0,0,20.51,C,1,1,Adult
603,1,1,male,42.3,0,0,100.83250000000001,S,1,1,Adult
604,1,1,male,28.7,0,0,51.63,C,1,1,Young Adult
605,0,1,female,39.2,0,0,50.6,S,1,1,Adult
606,1,3,male,28.7,0,0,13.74,S,1,1,Young Adult
607,0,1,male,20.0,0,1,100.83250000000001,S,2,0,Young Adult
608,0,2,male,35.0,4,0,12.48,S,5,0,Young Adult
609,1,3,female,40.2,1,0,41.96,C,2,0,Adult
610,0,3,male,39.6,2,0,14.09,S,3,0,Adult
611,1,1,male,28.7,0,0,73.62,S,1,1,Young Adult
612,1,3,male,38.9,0,0,7.57,S,1,1,Adult
613,1,3,male,28.7,0,1,30.14,S,2,0,Young Adult
614,0,1,male,44.0,0,0,60.26,S,1,1,Adult
615,1,3,male,28.6,0,1,15.07,S,2,0,Young Adult
616,1,3,male,16.7,0,2,11.21,C,3,0,Teen
617,0,1,male,26.7,0,0,21.27,C,1,1,Young Adult
618,0,2,male,28.7,0,0,19.82,Q,1,1,Young Adult
619,1,3,female,28.7,0,0,8.07,S,1,1,Young Adult
620,1,3,female,28.7,0,0,17.54,S,1,1,Young Adult
621,1,1,female,17.9,0,1,93.05,S,2,0,Teen
622,1,1,female,24.7,0,2,58.9,S,3,0,Young Adult
623,1,2,male,2.5,0,0,11.07,S,1,1,Child
624,1,3,male,32.0,0,0,10.75,Q,1,1,Young Adult
625,0,3,male,29.0,2,2,10.13,C,5,0,Young Adult
626,0,2,male,17.6,0,2,15.81,Q,3,0,Teen
627,0,3,female,38.2,1,0,6.25,C,2,0,Adult
628,1,3,male,42.1,0,0,5.69,C,1,1,Adult
629,1,1,female,6.5,0,0,100.83250000000001,C,1,1,Child
630,0,2,male,28.7,0,2,49.85,S,3,0,Young Adult
631,1,3,female,18.2,0,0,17.34,S,1,1,Young Adult
632,1,3,male,15.8,0,0,21.31,S,1,1,Teen
633,0,3,male,40.6,1,0,22.18,S,2,0,Adult
634,0,3,male,28.7,0,0,5.42,S,1,1,Young Adult
635,1,1,male,25.3,0,0,100.83250000000001,S,1,1,Young Adult
636,0,2,male,0.9,0,4,16.18,S,5,0,Child
637,0,3,male,28.7,2,0,16.06,Q,3,0,Young Adult
638,0,2,female,11.7,0,0,26.68,Q,1,1,Child
639,0,2,male,29.8,0,0,20.92,S,1,1,Young Adult
640,1,2,male,28.7,0,0,29.8,S,1,1,Young Adult
641,1,1,male,28.7,1,0,100.83250000000001,S,2,0,Young Adult
642,1,2,female,10.7,5,0,54.4,S,6,0,Child
643,1,1,male,0.5,0,0,86.7,C,1,1,Child
644,0,2,male,31.6,1,0,16.04,S,2,0,Young Adult
645,1,1,male,54.2,1,0,100.83250000000001,S,2,0,Adult
646,0,3,male,28.7,0,0,4.32,C,1,1,Young Adult
647,1,3,female,31.9,0,2,5.05,C,3,0,Young Adult
648,0,3,male,22.1,0,2,13.87,S,3,0,Young Adult
649,0,3,male,28.7,3,0,9.56,S,4,0,Young Adult
650,1,3,female,15.4,0,0,8.94,S,1,1,Teen
651,1,1,male,35.7,1,2,100.83250000000001,S,4,0,Adult
652,1,3,male,36.1,0,0,5.98,S,1,1,Adult
653,0,3,male,28.7,1,1,9.7,S,3,0,Young Adult
654,1,3,female,67.6,0,2,4.9,S,3,0,Senior
655,1,2,male,34.5,0,0,23.03,S,1,1,Young Adult
656,1,1,female,21.9,1,0,100.83250000000001,S,2,0,Young Adult
657,1,2,male,28.7,1,2,78.0,C,4,0,Young Adult
658,0,2,male,4.2,1,0,27.42,S,2,0,Child
659,0,3,male,19.3,0,0,9.95,S,1,1,Young Adult
660,0,3,female,23.3,1,0,11.16,C,2,0,Young Adult
661,0,2,male,21.7,0,0,42.22,S,1,1,Young Adult
662,1,3,female,31.1,0,0,9.65,Q,1,1,Young Adult
663,1,3,female,17.5,0,0,11.66,S,1,1,Teen
664,1,1,male,44.7,0,4,100.83250000000001,S,5,0,Adult
665,1,1,male,29.0,0,0,100.83250000000001,S,1,1,Young Adult
666,1,1,male,28.9,5,0,53.29,S,6,0,Young Adult
667,1,2,male,24.4,0,0,21.83,S,1,1,Young Adult
668,1,1,female,31.2,0,0,54.32,S,1,1,Young Adult
669,1,1,female,40.6,0,0,97.48,S,1,1,Adult
670,0,2,male,16.9,0,3,24.54,S,4,0,Teen
671,0,1,male,28.7,0,1,65.87,S,2,0,Young Adult
672,1,3,female,24.7,2,0,7.91,S,3,0,Young Adult
673,1,1,male,10.2,1,0,30.54,S,2,0,Child
674,1,3,female,17.5,1,0,14.11,S,2,0,Teen
675,0,2,male,22.3,5,0,14.96,S,6,0,Young Adult
676,1,3,female,41.2,0,0,9.56,S,1,1,Adult
677,1,1,male,32.7,0,0,100.83250000000001,C,1,1,Young Adult
678,0,2,male,31.7,0,4,18.93,S,5,0,Young Adult
679,0,3,male,40.9,0,0,20.7,C,1,1,Adult
680,0,3,male,27.1,0,0,5.15,S,1,1,Young Adult
681,0,3,male,34.5,0,1,18.16,S,2,0,Young Adult
682,1,2,female,27.6,0,0,25.71,S,1,1,Young Adult
683,1,1,female,28.7,0,0,27.35,S,1,1,Young Adult
684,0,3,male,28.7,0,0,10.48,S,1,1,Young Adult
685,1,3,male,0.5,0,0,6.36,S,1,1,Child
686,0,3,male,28.7,0,1,6.53,S,2,0,Young Adult
687,0,3,male,48.9,0,0,18.51,S,1,1,Adult
688,1,2,male,42.0,0,1,22.49,S,2,0,Adult
689,1,3,male,42.5,1,0,10.45,S,2,0,Adult
690,1,1,male,46.3,0,0,98.08,S,1,1,Adult
691,0,2,male,30.2,0,1,31.22,S,2,0,Young Adult
692,0,2,male,31.8,1,0,33.72,S,2,0,Young Adult
693,0,3,male,20.4,0,0,41.7,C,1,1,Young Adult
694,1,2,female,24.6,0,0,27.95,S,1,1,Young Adult
695,0,1,male,28.7,1,0,87.12,S,2,0,Young Adult
696,1,3,female,45.9,0,0,9.42,S,1,1,Adult
697,1,2,male,28.7,1,0,23.49,C,2,0,Young Adult
698,0,3,male,22.7,1,0,8.22,S,2,0,Young Adult
699,1,1,female,29.0,0,0,100.83250000000001,S,1,1,Young Adult
700,0,3,female,28.7,0,2,28.41,C,3,0,Young Adult
701,1,3,female,8.8,0,0,12.37,S,1,1,Child
702,0,1,male,0.5,0,1,100.83250000000001,S,2,0,Child
703,0,2,male,21.3,0,0,29.41,C,1,1,Young Adult
704,1,1,female,11.9,0,0,100.83250000000001,S,1,1,Child
705,0,1,male,21.9,0,1,100.83250000000001,C,2,0,Young Adult
706,1,3,male,28.7,0,0,19.83,C,1,1,Young Adult
707,0,2,male,22.7,0,0,25.48,Q,1,1,Young Adult
708,1,3,male,49.3,0,0,19.58,S,1,1,Adult
709,1,2,female,33.6,0,0,17.6,S,1,1,Young Adult
710,0,3,male,28.7,1,0,12.74,S,2,0,Young Adult
711,0,3,male,37.7,0,0,22.3,S,1,1,Adult
712,0,3,male,13.1,0,1,17.31,S,2,0,Teen
713,0,3,male,43.5,2,0,14.52,S,3,0,Adult
714,1,2,male,28.7,0,2,33.16,S,3,0,Young Adult
715,0,2,male,38.4,0,2,35.71,S,3,0,Adult
716,0,3,male,14.0,0,0,8.23,S,1,1,Teen
717,1,3,female,7.2,0,0,17.38,C,1,1,Child
718,0,3,male,40.5,0,2,19.99,C,3,0,Adult
719,1,1,male,34.3,0,2,43.57,C,3,0,Young Adult
720,0,3,female,16.4,0,0,8.73,S,1,1,Teen
721,0,3,female,28.7,1,0,26.53,Q,2,0,Young Adult
722,1,1,male,44.8,0,0,41.85,C,1,1,Adult
723,0,1,male,12.3,0,0,54.7,S,1,1,Teen
724,0,3,male,52.0,1,0,8.03,S,2,0,Adult
725,1,3,female,16.4,0,0,9.23,S,1,1,Teen
726,0,3,female,28.7,1,0,7.92,S,2,0,Young Adult
727,1,1,female,24.4,0,0,62.78,S,1,1,Young Adult
728,1,3,male,37.4,1,0,4.06,S,2,0,Adult
729,1,1,female,28.7,0,0,60.15,C,1,1,Young Adult
730,0,1,male,26.7,1,0,100.83250000000001,S,2,0,Young Adult
731,1,1,male,29.6,2,0,100.83250000000001,S,3,0,Young Adult
732,0,3,male,28.7,0,0,28.39,S,1,1,Young Adult
733,0,3,female,39.4,0,0,26.38,S,1,1,Adult
734,0,3,male,21.8,0,0,5.47,Q,1,1,Young Adult
735,1,2,female,25.8,0,3,25.92,S,4,0,Young Adult
736,0,3,male,15.1,0,0,12.34,Q,1,1,Teen
737,1,2,male,0.5,0,0,33.66,S,1,1,Child
738,0,3,male,26.3,0,0,6.71,S,1,1,Young Adult
739,0,2,male,62.8,0,3,35.23,S,4,0,Senior
740,1,2,female,28.7,0,0,23.25,S,1,1,Young Adult
741,0,3,male,28.7,0,0,8.01,C,1,1,Young Adult
742,1,2,female,25.3,0,0,47.64,S,1,1,Young Adult
743,0,3,female,29.3,0,0,8.32,Q,1,1,Young Adult
744,0,3,female,36.7,0,0,9.92,S,1,1,Adult
745,0,1,male,12.5,0,0,28.81,S,1,1,Teen
746,1,3,male,44.6,0,0,7.11,C,1,1,Adult
747,0,2,male,39.0,0,0,19.67,S,1,1,Adult
748,1,3,female,28.7,0,0,9.98,S,1,1,Young Adult
749,0,3,female,28.7,1,0,12.14,C,2,0,Young Adult
750,0,3,male,29.3,0,1,13.99,C,2,0,Young Adult
751,1,1,female,38.4,0,0,51.3,Q,1,1,Adult
752,0,3,male,37.3,0,1,16.22,C,2,0,Adult
753,0,3,male,24.0,1,0,16.41,S,2,0,Young Adult
754,1,2,male,21.0,2,0,19.99,C,3,0,Young Adult
755,1,1,female,30.4,0,0,54.72,S,1,1,Young Adult
756,1,3,male,50.7,0,2,9.35,Q,3,0,Adult
757,1,3,female,28.7,1,0,8.54,S,2,0,Young Adult
758,1,3,female,28.7,0,0,14.82,S,1,1,Young Adult
759,0,3,female,31.3,0,0,5.34,S,1,1,Young Adult
760,0,3,male,29.7,0,0,16.38,S,1,1,Young Adult
761,0,1,male,31.4,0,0,100.83250000000001,S,1,1,Young Adult
762,0,2,male,28.7,2,0,32.83,C,3,0,Young Adult
763,0,2,male,28.7,5,0,34.16,C,6,0,Young Adult
764,1,3,male,49.9,1,0,7.76,S,2,0,Adult
765,1,1,female,6.6,0,0,68.69,C,1,1,Child
766,0,3,male,28.7,1,0,9.82,S,2,0,Young Adult
767,1,3,male,27.6,0,0,18.23,S,1,1,Young Adult
768,1,3,male,28.7,0,0,18.15,S,1,1,Young Adult
769,1,2,male,26.5,1,0,41.2,C,2,0,Young Adult
770,1,3,male,52.3,0,0,9.51,S,1,1,Adult
771,1,1,male,28.7,0,3,100.83250000000001,S,4,0,Young Adult
772,1,3,female,32.2,0,2,79.44,S,3,0,Young Adult
773,0,1,male,11.4,1,1,100.83250000000001,S,3,0,Child
774,1,2,female,20.4,0,0,14.33,S,1,1,Young Adult
775,1,3,female,23.7,0,0,14.18,S,1,1,Young Adult
776,0,1,male,28.7,0,0,84.67,S,1,1,Young Adult
777,1,1,female,46.9,1,0,100.83250000000001,S,2,0,Adult
778,0,3,male,36.8,1,0,7.27,Q,2,0,Adult
779,0,3,female,13.4,0,1,10.62,S,2,0,Teen
780,1,3,male,32.5,0,1,7.1,S,2,0,Young Adult
781,1,3,female,36.0,0,1,12.3,S,2,0,Adult
782,1,3,female,45.0,3,0,26.96,C,4,0,Adult
783,0,2,female,28.7,0,0,45.39,C,1,1,Young Adult
784,1,2,female,28.7,2,0,29.73,C,3,0,Young Adult
785,0,1,male,17.6,0,0,90.51,S,1,1,Teen
786,0,3,male,11.4,1,0,10.55,C,2,0,Child
787,0,3,male,25.7,1,0,21.66,S,2,0,Young Adult
788,0,2,male,35.5,1,0,24.15,S,2,0,Adult
789,0,3,female,42.8,3,0,10.39,S,4,0,Adult
790,0,3,male,28.7,0,0,21.18,S,1,1,Young Adult
791,1,1,female,24.5,0,1,100.83250000000001,Q,2,0,Young Adult
792,0,3,male,31.1,0,0,23.24,C,1,1,Young Adult
793,1,3,female,17.3,1,1,6.41,S,3,0,Teen
794,0,3,male,58.3,0,0,17.1,S,1,1,Adult
795,1,1,female,6.5,0,0,100.83250000000001,S,1,1,Child
796,0,3,female,31.6,0,0,20.16,S,1,1,Young Adult
797,0,3,male,57.3,0,0,4.79,S,1,1,Adult
798,1,3,male,29.1,0,3,8.85,C,4,0,Young Adult
799,0,3,female,26.3,0,0,10.79,Q,1,1,Young Adult
800,0,3,male,24.0,1,0,20.19,S,2,0,Young Adult
801,0,3,male,26.5,0,0,6.26,C,1,1,Young Adult
802,1,1,male,48.2,0,2,100.83250000000001,S,3,0,Adult
803,1,3,male,0.5,0,0,5.46,S,1,1,Child
804,0,3,male,50.5,0,0,8.06,S,1,1,Adult
805,0,2,male,28.7,1,0,25.08,S,2,0,Young Adult
806,0,3,male,25.3,1,0,100.83250000000001,C,2,0,Young Adult
807,0,3,male,23.0,0,0,8.81,S,1,1,Young Adult
808,1,3,female,37.2,1,0,17.21,S,2,0,Adult
809,1,3,male,6.6,1,0,12.29,S,2,0,Child
810,1,1,female,35.5,1,1,55.64,Q,3,0,Adult
811,0,3,male,57.3,0,0,9.06,S,1,1,Adult
812,0,3,male,28.7,2,0,17.9,C,3,0,Young Adult
813,0,1,male,31.7,0,0,100.83250000000001,C,1,1,Young Adult
814,1,3,male,19.7,0,0,12.79,S,1,1,Young Adult
815,1,3,male,35.0,0,0,9.05,S,1,1,Young Adult
816,0,3,male,29.3,0,0,9.83,C,1,1,Young Adult
817,0,3,male,20.0,0,0,16.35,S,1,1,Young Adult
818,0,2,male,28.7,0,0,27.06,Q,1,1,Young Adult
819,1,1,female,54.3,0,0,73.02,S,1,1,Adult
820,0,2,male,26.3,1,0,23.36,S,2,0,Young Adult
821,1,3,male,28.7,1,0,32.2,C,2,0,Young Adult
822,0,1,female,28.7,0,0,100.83250000000001,C,1,1,Young Adult
823,1,2,male,28.7,1,0,32.54,Q,2,0,Young Adult
824,0,2,male,35.6,1,2,26.87,S,4,0,Adult
825,0,3,female,28.7,1,1,32.37,Q,3,0,Young Adult
826,0,3,male,34.0,0,0,10.53,C,1,1,Young Adult
827,1,2,female,24.6,1,0,26.37,C,2,0,Young Adult
828,1,2,female,29.0,2,1,18.31,S,4,0,Young Adult
829,0,3,male,11.5,1,1,8.61,S,3,0,Child
830,1,3,male,37.5,0,1,12.88,Q,2,0,Adult
831,1,1,male,41.4,0,0,71.06,S,1,1,Adult
832,0,3,male,22.7,0,0,14.15,S,1,1,Young Adult
833,1,1,male,22.4,0,1,100.83250000000001,S,2,0,Young Adult
834,1,1,female,32.7,0,0,54.24,S,1,1,Young Adult
835,1,3,male,22.9,0,0,28.63,S,1,1,Young Adult
836,0,2,male,28.1,1,0,37.54,S,2,0,Young Adult
837,1,3,female,58.4,1,0,18.66,C,2,0,Adult
838,0,2,female,28.7,0,0,29.41,S,1,1,Young Adult
839,0,3,male,28.7,2,0,10.83,S,3,0,Young Adult
840,0,3,male,19.9,0,0,14.82,S,1,1,Young Adult
841,0,1,male,39.4,0,0,19.53,S,1,1,Adult
842,0,3,male,26.5,1,0,6.94,S,2,0,Young Adult
843,1,1,male,19.9,1,0,99.65,S,2,0,Young Adult
844,0,3,male,47.5,2,0,14.96,S,3,0,Adult
845,1,1,female,48.9,0,0,67.76,C,1,1,Adult
846,0,2,male,20.6,1,1,14.98,S,3,0,Young Adult
847,1,1,male,2.9,0,0,100.83250000000001,S,1,1,Child
848,0,3,male,43.1,1,0,20.04,S,2,0,Adult
849,0,3,male,19.4,1,0,9.12,S,2,0,Young Adult
850,1,3,female,28.7,0,1,21.26,S,2,0,Young Adult
851,1,1,female,28.7,0,0,53.43,C,1,1,Young Adult
852,1,3,female,41.5,1,0,7.13,S,2,0,Adult
853,1,1,male,12.0,0,0,100.83250000000001,S,1,1,Child
854,0,3,male,39.2,0,0,10.57,S,1,1,Adult
855,0,1,male,28.7,1,1,76.58,S,3,0,Young Adult
856,1,1,male,15.6,0,1,55.82,Q,2,0,Teen
857,0,1,male,23.3,1,0,99.55,S,2,0,Young Adult
858,1,3,female,38.6,0,0,9.9,C,1,1,Adult
859,0,3,male,30.5,0,0,8.01,S,1,1,Young Adult
860,0,1,male,37.2,1,0,88.58,S,2,0,Adult
861,0,3,male,56.7,0,0,13.06,S,1,1,Adult
862,0,3,male,7.1,0,0,11.24,S,1,1,Child
863,0,3,male,28.7,1,0,15.86,C,2,0,Young Adult
864,1,2,female,28.7,0,0,39.01,S,1,1,Young Adult
865,1,2,female,16.4,0,2,10.43,C,3,0,Teen
866,1,3,female,10.4,0,0,16.39,S,1,1,Child
867,0,1,male,26.4,1,1,100.83250000000001,Q,3,0,Young Adult
868,0,1,male,41.9,1,0,70.77,S,2,0,Adult
869,0,3,male,27.2,1,0,23.81,C,2,0,Young Adult
870,1,3,male,50.2,0,0,18.83,C,1,1,Adult
871,1,2,female,8.7,1,0,41.11,Q,2,0,Child
872,0,2,male,28.8,0,0,34.68,S,1,1,Young Adult
873,0,3,male,11.5,1,0,14.34,C,2,0,Child
874,0,2,male,34.1,0,4,19.18,S,5,0,Young Adult
875,1,1,male,41.4,1,0,70.77,S,2,0,Adult
876,1,1,female,23.1,1,0,100.83250000000001,S,2,0,Young Adult
877,0,3,male,28.7,0,2,22.79,S,3,0,Young Adult
878,0,3,male,31.8,0,0,19.89,Q,1,1,Young Adult
879,1,1,male,35.1,1,0,57.43,S,2,0,Adult
880,1,1,male,28.7,0,0,100.83250000000001,S,1,1,Young Adult
